,code,weight,Time,Start_Date,End_Date,Train_Start,Train_End
1163,601988.SS,0.0218337199999999,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1164,000333.SZ,0.02145233,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1165,601766.SS,0.02128213,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1166,601601.SS,0.02098393,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1167,000001.SZ,0.02028667,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1168,000858.SZ,0.01783404,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1169,601989.SS,0.01739465,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1170,601818.SS,0.01630068,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1171,601688.SS,0.01554076,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1172,600104.SS,0.01511499,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1173,601939.SS,0.01428167,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1174,600028.SS,0.01413746,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1175,601390.SS,0.01239939,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1176,002415.SZ,0.01179596,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1177,000776.SZ,0.01144875,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1178,000166.SZ,0.01069903,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1179,601006.SS,0.00997179,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1180,001979.SZ,0.00976354,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1181,002594.SZ,0.00946588,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1182,601628.SS,0.00941588,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1183,601857.SS,0.00902562,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1184,601088.SS,0.00878915,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1185,601211.SS,0.00832565,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1186,601985.SS,0.00777271,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1187,601186.SS,0.00765121,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1188,601336.SS,0.00711945,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1189,600010.SS,0.00697872,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1190,002736.SZ,0.00634897,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1191,002304.SZ,0.00597681,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1192,002252.SZ,0.00548578,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1193,601998.SS,0.0051413699999999,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1194,601800.SS,0.0049852,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1195,600018.SS,0.00463637,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1196,600011.SS,0.0040452,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1197,601238.SS,0.00223093,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1198,002027.SZ,0.00186846,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1199,000651.SZ,0.0,2016q3,2016-07-01,2016-09-30,2016-04-01,2016-06-30
1200,601318.SS,0.1151336,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1201,600036.SS,0.07004569,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1202,601166.SS,0.05403461,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1203,600519.SS,0.04872859,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1204,600016.SS,0.04293739,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1205,600000.SS,0.0391466799999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1206,000333.SZ,0.03211343,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1207,600030.SS,0.03166315,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1208,601288.SS,0.029064,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1209,601328.SS,0.02896518,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1210,601398.SS,0.02780043,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1211,601668.SS,0.0261788599999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1212,601169.SS,0.0219772,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1213,601601.SS,0.02141762,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1214,000858.SZ,0.02126846,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1215,600837.SS,0.02042193,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1216,002415.SZ,0.02032651,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1217,601988.SS,0.01970572,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1218,601766.SS,0.0182289,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1219,000001.SZ,0.01799613,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1220,000725.SZ,0.0177034,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1221,601211.SS,0.01598265,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1222,600104.SS,0.01550853,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1223,600276.SS,0.014936,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1224,601939.SS,0.0137264999999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1225,600050.SS,0.01352151,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1226,601688.SS,0.01348905,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1227,600048.SS,0.01330638,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1228,600900.SS,0.01319655,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1229,601818.SS,0.01287229,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1230,600028.SS,0.01274196,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1231,002027.SZ,0.01185285,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1232,000776.SZ,0.01084038,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1233,601186.SS,0.01044471,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1234,601390.SS,0.0100384999999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1235,600019.SS,0.00994547,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1236,601088.SS,0.0093612,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1237,601628.SS,0.00933221,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1238,001979.SZ,0.0086325799999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1239,002304.SZ,0.00862262,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1240,601336.SS,0.00755576,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1241,601857.SS,0.00729018,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1242,601985.SS,0.0066788099999999,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1243,002594.SZ,0.00584728,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1244,601800.SS,0.00495185,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1245,600018.SS,0.00430203,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1246,601998.SS,0.00391757,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1247,601229.SS,0.00328158,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1248,601238.SS,0.00296553,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1249,601989.SS,0.0,2017q3,2017-07-01,2017-09-30,2017-04-01,2017-06-30
1250,601318.SS,0.12209623,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1251,600036.SS,0.07003743,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1252,600519.SS,0.06135264,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1253,601166.SS,0.0439887,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1254,000651.SZ,0.03488988,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1255,600016.SS,0.03475903,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1256,000333.SZ,0.03437691,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1257,000002.SZ,0.03274262,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1258,600000.SS,0.0312809999999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1259,601288.SS,0.0269688399999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1260,600030.SS,0.0261506,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1261,600887.SS,0.0253962999999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1262,601398.SS,0.02470437,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1263,601328.SS,0.0236865099999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1264,600276.SS,0.02358677,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1265,000858.SZ,0.0229416699999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1266,601668.SS,0.01910066,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1267,002415.SZ,0.01849913,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1268,600048.SS,0.01766494,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1269,601601.SS,0.01734491,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1270,600104.SS,0.01662982,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1271,601988.SS,0.01575336,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1272,601169.SS,0.01559023,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1273,000001.SZ,0.0153810099999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1274,000725.SZ,0.0148301599999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1275,600028.SS,0.01376155,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1276,600585.SS,0.01350771,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1277,600900.SS,0.01319007,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1278,601939.SS,0.01303946,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1279,601766.SS,0.01284082,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1280,002027.SZ,0.01216398,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1281,601229.SS,0.01124335,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1282,601818.SS,0.01094257,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1283,002304.SZ,0.01070026,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1284,601211.SS,0.01017979,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1285,600050.SS,0.00898699,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1286,600019.SS,0.0087138,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1287,001979.SZ,0.00778831,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1288,601390.SS,0.00777312,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1289,601088.SS,0.0077039199999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1290,002594.SZ,0.00716732,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1291,601857.SS,0.0068524799999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1292,601628.SS,0.0067825,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1293,601336.SS,0.00632853,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1294,603288.SS,0.00389577,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1295,601800.SS,0.00372186,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1296,600018.SS,0.00356107,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1297,601138.SS,0.00348107,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1298,601998.SS,0.0034242099999999,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1299,603993.SS,0.00249577,2018q3,2018-07-01,2018-09-30,2018-04-01,2018-06-30
1300,601318.SS,0.14517185,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1301,600519.SS,0.0911502499999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1302,600036.SS,0.07277918,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1303,000858.SZ,0.04497383,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1304,601166.SS,0.04295159,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1305,000651.SZ,0.04263381,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1306,600030.SS,0.03132335,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1307,000002.SZ,0.03012223,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1308,000333.SZ,0.02961485,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1309,600276.SS,0.02940041,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1310,600000.SS,0.0292926399999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1311,600016.SS,0.02900939,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1312,600887.SS,0.02586096,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1313,601288.SS,0.02351785,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1314,601398.SS,0.02099098,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1315,601328.SS,0.0195538,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1316,000001.SZ,0.01843774,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1317,601601.SS,0.01716283,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1318,600048.SS,0.01664344,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1319,601668.SS,0.01658507,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1320,002415.SZ,0.01580179,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1321,601988.SS,0.01343349,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1322,600900.SS,0.01331341,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1323,600585.SS,0.0123013499999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1324,600104.SS,0.01227003,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1325,601169.SS,0.01203961,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1326,601939.SS,0.01121475,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1327,601211.SS,0.01020476,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1328,601766.SS,0.00978835,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1329,601818.SS,0.0094595,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1330,002304.SZ,0.00890967,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1331,600028.SS,0.0085923099999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1332,600050.SS,0.00804008,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1333,601628.SS,0.0075929899999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1334,001979.SZ,0.00732836,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1335,601088.SS,0.0066781,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1336,601186.SS,0.00623721,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1337,601336.SS,0.00570887,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1338,603288.SS,0.00559097,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1339,600019.SS,0.00551172,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1340,002352.SZ,0.00532116,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1341,601857.SS,0.00447313,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1342,300760.SZ,0.00409145,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1343,300498.SZ,0.00318417,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1344,600018.SS,0.0031246299999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1345,601138.SS,0.00286819,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1346,300750.SZ,0.00286425,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1347,601998.SS,0.0027495799999999,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1348,601800.SS,0.00254017,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1349,601360.SS,0.0015899,2019q3,2019-07-01,2019-09-30,2019-04-01,2019-06-30
1350,600519.SS,0.12000796,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1351,601318.SS,0.10595383,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1352,600036.SS,0.0662885399999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1353,000858.SZ,0.0626506,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1354,600030.SS,0.04069458,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1355,000651.SZ,0.0350924399999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1356,600276.SS,0.03455814,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1357,601166.SS,0.03412676,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1358,600887.SS,0.03111346,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1359,000002.SZ,0.02651697,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1360,601888.SS,0.02550866,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1361,600016.SS,0.02316357,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1362,000333.SZ,0.0226369199999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1363,002475.SZ,0.0223557,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1364,600000.SS,0.02229632,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1365,000001.SZ,0.0185905499999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1366,601288.SS,0.01852645,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1367,600048.SS,0.01678976,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1368,002415.SZ,0.01612115,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1369,601398.SS,0.01611736,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1370,600585.SS,0.01569682,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1371,601328.SS,0.01423457,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1372,002714.SZ,0.01337163,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1373,300760.SZ,0.01336754,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1374,601668.SS,0.0130523799999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1375,000063.SZ,0.01252654,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1376,601601.SS,0.01169126,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1377,600900.SS,0.01165146,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1378,601988.SS,0.01031967,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1379,601211.SS,0.00968557,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1380,601628.SS,0.00964929,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1381,002304.SZ,0.00926776,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1382,603288.SS,0.00921113,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1383,002352.SZ,0.00905169,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1384,601939.SS,0.00840815,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1385,601818.SS,0.00806085,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1386,600104.SS,0.0077642,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1387,300750.SZ,0.0071282199999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1388,601766.SS,0.00655178,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1389,600050.SS,0.0059258,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1390,600028.SS,0.00580168,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1391,601088.SS,0.00481487,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1392,603501.SS,0.00429491,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1393,601857.SS,0.00388342,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1394,603259.SS,0.0033626899999999,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1395,601066.SS,0.00316194,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1396,601138.SS,0.00250085,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1397,601816.SS,0.00243249,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1398,601998.SS,0.00213826,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1399,300498.SZ,0.00188285,2020q3,2020-07-01,2020-09-30,2020-04-01,2020-06-30
1400,600519.SS,0.10865045,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1401,600036.SS,0.09049629,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1402,601318.SS,0.0718419,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1403,000858.SZ,0.05540476,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1404,601166.SS,0.0402245,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1405,601012.SS,0.03517192,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1406,600030.SS,0.0342771699999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1407,002594.SZ,0.03089683,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1408,601888.SS,0.02796351,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1409,300059.SZ,0.02783801,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1410,600887.SS,0.02734476,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1411,600309.SS,0.02308449,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1412,000001.SZ,0.02208268,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1413,600276.SS,0.02077299,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1414,000002.SZ,0.0204002,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1415,600000.SS,0.0200068799999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1416,000568.SZ,0.0184710599999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1417,601899.SS,0.01815134,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1418,600031.SS,0.01743203,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1419,601288.SS,0.01735706,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1420,300750.SZ,0.01725082,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1421,601398.SS,0.01529594,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1422,600809.SS,0.01513934,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1423,000333.SZ,0.01475653,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1424,000651.SZ,0.01468935,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1425,002475.SZ,0.0136257399999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1426,601328.SS,0.013559,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1427,300760.SZ,0.01283085,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1428,600900.SS,0.01229427,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1429,002304.SZ,0.01141836,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1430,601601.SS,0.01139713,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1431,600585.SS,0.01130039,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1432,300015.SZ,0.01039733,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1433,601988.SS,0.00977286,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1434,300122.SZ,0.00955832,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1435,002714.SZ,0.00951141,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1436,601939.SS,0.00811603,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1437,600104.SS,0.00807213,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1438,601628.SS,0.0068074699999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1439,002352.SZ,0.0065155099999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1440,600028.SS,0.00618293,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1441,603288.SS,0.0059397,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1442,601088.SS,0.00585642,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1443,601857.SS,0.00520902,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1444,603259.SS,0.0051544699999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1445,300999.SZ,0.0037147799999999,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1446,601138.SS,0.00200145,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1447,601998.SS,0.00193604,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1448,601816.SS,0.00192968,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
1449,601066.SS,0.00189788,2021q3,2021-07-01,2021-09-30,2021-04-01,2021-06-30
