,code,weight,Time,Start_Date,End_Date,Train_Start,Train_End
1450,600519.SS,0.15130231,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1451,300750.SZ,0.06978426,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1452,600036.SS,0.04557432,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1453,000858.SZ,0.0406548999999999,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1454,600900.SS,0.03482007,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1455,002594.SZ,0.0332877,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1456,601318.SS,0.03027915,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1457,601012.SS,0.02506437,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1458,601888.SS,0.02335536,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1459,300760.SZ,0.02290377,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1460,600809.SS,0.02285964,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1461,601166.SS,0.02276136,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1462,000568.SZ,0.0217384399999999,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1463,601398.SS,0.02150711,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1464,603288.SS,0.02056092,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1465,002714.SZ,0.02000523,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1466,300059.SZ,0.01851446,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1467,600309.SS,0.01771511,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1468,601288.SS,0.01715104,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1469,002475.SZ,0.0162860399999999,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1470,000001.SZ,0.01567016,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1471,002304.SZ,0.0153997,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1472,002352.SZ,0.0153161,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1473,600438.SS,0.0152259499999999,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1474,600030.SS,0.0150785,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1475,603259.SS,0.01440553,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1476,600887.SS,0.01415993,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1477,601088.SS,0.0140797599999999,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1478,600276.SS,0.0140274,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1479,601668.SS,0.01383389,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1480,600000.SS,0.01358947,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1481,002142.SZ,0.01261837,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1482,600436.SS,0.01152453,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1483,601328.SS,0.01148655,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1484,601899.SS,0.01140635,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1485,601919.SS,0.01110601,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1486,600690.SS,0.01058817,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1487,000002.SZ,0.01048624,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1488,600104.SS,0.00948115,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1489,600028.SS,0.00924427,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1490,601601.SS,0.00912601,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1491,601988.SS,0.00875601,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1492,601816.SS,0.00823357,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1493,600585.SS,0.00809355,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1494,601138.SS,0.00737294,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1495,601658.SS,0.00605132,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1496,601633.SS,0.00566499,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1497,300999.SZ,0.0056405,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1498,601939.SS,0.00337272,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1499,601998.SS,0.00283478,2022q3,2022-07-01,2022-09-30,2022-04-01,2022-06-30
1500,600519.SS,0.15545435,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1501,300750.SZ,0.06948016,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1502,600036.SS,0.04450437,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1503,000858.SZ,0.04145263,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1504,601318.SS,0.0362827099999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1505,600900.SS,0.03450377,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1506,002594.SZ,0.03019725,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1507,601398.SS,0.02353501,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1508,000568.SZ,0.02340145,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1509,601166.SS,0.0221381199999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1510,300760.SZ,0.0218285,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1511,601288.SS,0.02176533,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1512,600809.SS,0.0203245899999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1513,600309.SS,0.02027256,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1514,600030.SS,0.01825422,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1515,601138.SS,0.01773875,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1516,600276.SS,0.01771093,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1517,601899.SS,0.01761916,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1518,300059.SZ,0.01694043,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1519,601668.SS,0.01603591,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1520,002475.SZ,0.01558791,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1521,002714.SZ,0.01494884,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1522,000001.SZ,0.0146861299999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1523,601328.SS,0.0145111199999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1524,002352.SZ,0.01429486,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1525,601888.SS,0.01427352,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1526,600028.SS,0.0138759,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1527,002304.SZ,0.0138427799999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1528,600000.SS,0.01375577,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1529,603259.SS,0.01374522,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1530,601088.SS,0.0135842499999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1531,601012.SS,0.01347217,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1532,601601.SS,0.01338532,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1533,603288.SS,0.01292694,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1534,601857.SS,0.0129193,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1535,002142.SZ,0.01221563,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1536,601225.SS,0.0114592699999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1537,300015.SZ,0.0114143299999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1538,600887.SS,0.011144,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1539,601988.SS,0.01111944,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1540,600690.SS,0.01022747,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1541,601816.SS,0.00979665,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1542,600438.SS,0.0096793,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1543,601658.SS,0.00753872,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1544,000651.SZ,0.0049381799999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1545,601633.SS,0.0049086999999999,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1546,300999.SZ,0.00464618,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1547,601319.SS,0.00425574,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1548,601939.SS,0.00384824,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
1549,601998.SS,0.00355793,2023q3,2023-07-01,2023-09-30,2023-04-01,2023-06-30
