Date,Price,Open,High,Low,Vol.,Change %,000001.SZ,000002.SZ,000063.SZ,000166.SZ,000333.SZ,000568.SZ,000651.SZ,000725.SZ,000776.SZ,000858.SZ,001979.SZ,002024.SZ,002027.SZ,002142.SZ,002252.SZ,002304.SZ,002352.SZ,002415.SZ,002475.SZ,002594.SZ,002607.SZ,002714.SZ,002736.SZ,300014.SZ,300015.SZ,300059.SZ,300122.SZ,300498.SZ,300750.SZ,300760.SZ,300999.SZ,600000.SS,600009.SS,600010.SS,600011.SS,600016.SS,600018.SS,600019.SS,600023.SS,600028.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600104.SS,600276.SS,600309.SS,600346.SS,600436.SS,600438.SS,600519.SS,600585.SS,600606.SS,600690.SS,600809.SS,600837.SS,600887.SS,600900.SS,601006.SS,601012.SS,601066.SS,601088.SS,601138.SS,601166.SS,601169.SS,601186.SS,601211.SS,601225.SS,601229.SS,601238.SS,601288.SS,601318.SS,601319.SS,601328.SS,601336.SS,601360.SS,601390.SS,601398.SS,601601.SS,601628.SS,601633.SS,601658.SS,601668.SS,601669.SS,601688.SS,601727.SS,601766.SS,601800.SS,601816.SS,601818.SS,601857.SS,601888.SS,601899.SS,601919.SS,601939.SS,601985.SS,601988.SS,601989.SS,601998.SS,603259.SS,603288.SS,603501.SS,603993.SS
2023-08-31,12601.99,"12,656.82","12,681.05","12,588.64",,-0.43%,11.130000114440918,13.640000343322754,35.45000076293945,4.360000133514404,56.5099983215332,232.3000030517578,35.790000915527344,4.010000228881836,15.0600004196167,155.91000366210938,13.65999984741211,1.9600000381469729,7.699999809265137,26.170000076293945,7.110000133514404,134.1999969482422,43.47999954223633,35.279998779296875,33.0,249.3999938964844,4.269999980926514,40.58000183105469,9.279999732971191,49.400001525878906,18.020000457763672,15.869999885559082,44.20000076293945,16.65999984741211,236.5500030517578,270.0,35.65999984741211,6.980000019073486,39.22999954223633,1.7899999618530271,8.149999618530273,3.7799999713897705,5.099999904632568,6.059999942779541,4.409999847412109,6.070000171661377,22.200000762939453,15.489999771118164,31.549999237060547,13.979999542236328,5.210000038146973,14.359999656677246,41.77999877929688,93.75,14.359999656677246,276.3399963378906,32.08000183105469,1847.0,25.68000030517578,2.930000066757202,23.51000022888184,242.0500030517578,9.829999923706056,26.0,22.059999465942383,7.130000114440918,26.549999237060547,25.780000686645508,28.170000076293945,21.90999984741211,15.8100004196167,4.46999979019165,8.800000190734863,14.5600004196167,16.639999389648438,5.949999809265137,10.079999923706056,3.4600000381469727,48.790000915527344,5.840000152587891,5.550000190734863,40.5,11.18000030517578,6.699999809265137,4.619999885559082,27.700000762939453,35.630001068115234,26.11000061035156,4.860000133514404,5.630000114440918,5.150000095367432,15.880000114440918,4.46999979019165,5.940000057220459,9.4399995803833,5.099999904632568,3.009999990463257,7.75,108.91999816894533,12.359999656677246,9.800000190734863,6.0,7.199999809265137,3.75,4.199999809265137,5.460000038146973,81.5,39.09999847412109,92.0199966430664,5.730000019073486
2023-08-30,12656.82,"12,706.49","12,752.50","12,641.28",,-0.39%,11.130000114440918,14.199999809265137,35.20000076293945,4.440000057220459,56.81999969482422,233.259994506836,35.119998931884766,3.9800000190734863,15.31999969482422,157.82000732421875,14.8100004196167,1.9700000286102293,7.760000228881836,26.280000686645508,7.099999904632568,133.5800018310547,43.84999847412109,35.45000076293945,32.900001525878906,249.8000030517578,4.329999923706055,40.75,9.43000030517578,50.400001525878906,18.25,16.219999313354492,45.09999847412109,16.950000762939453,237.5,269.0,35.54999923706055,7.03000020980835,39.38999938964844,1.7899999618530271,8.140000343322754,3.930000066757202,5.110000133514404,6.110000133514404,4.400000095367432,6.079999923706055,22.559999465942383,15.470000267028809,31.65999984741211,14.75,5.25,14.140000343322754,42.150001525878906,93.6500015258789,14.43000030517578,278.57000732421875,32.47999954223633,1856.0,26.030000686645508,3.069999933242798,23.450000762939453,242.0,10.18000030517578,26.549999237060547,21.96999931335449,7.150000095367432,26.850000381469727,26.020000457763672,28.280000686645508,21.799999237060547,15.789999961853027,4.460000038146973,8.760000228881836,14.710000038146973,16.719999313354492,5.989999771118164,10.270000457763672,3.4800000190734863,48.25,5.909999847412109,5.53000020980835,40.9900016784668,11.270000457763672,6.679999828338623,4.590000152587891,27.90999984741211,35.47999954223633,26.530000686645508,4.900000095367432,5.619999885559082,5.210000038146973,16.1200008392334,4.440000057220459,6.019999980926514,9.380000114440918,5.389999866485596,3.009999990463257,7.760000228881836,111.4000015258789,12.449999809265137,9.779999732971191,5.980000019073486,7.090000152587891,3.759999990463257,4.269999980926514,5.460000038146973,82.13999938964844,39.81999969482422,91.70999908447266,5.78000020980835
2023-08-29,12706.49,"12,640.81","12,811.37","12,614.18",,0.52%,11.3100004196167,14.199999809265137,34.90999984741211,4.559999942779541,56.04999923706055,233.8500061035156,34.790000915527344,3.880000114440918,15.5600004196167,159.39999389648438,14.68000030517578,1.9600000381469729,7.480000019073486,27.09000015258789,7.150000095367432,136.35000610351562,44.54999923706055,35.36000061035156,32.38999938964844,246.7100067138672,4.349999904632568,41.13999938964844,9.670000076293944,50.7599983215332,18.420000076293945,16.65999984741211,45.22999954223633,17.09000015258789,238.5,271.6000061035156,35.68000030517578,7.070000171661377,39.77999877929688,1.7999999523162842,8.199999809265137,3.9700000286102295,5.159999847412109,6.179999828338623,4.460000038146973,6.099999904632568,23.3799991607666,15.529999732971191,32.040000915527344,14.5,5.320000171661377,14.300000190734863,42.25,93.43000030517578,14.470000267028809,276.6499938964844,32.709999084472656,1851.3299560546875,26.350000381469727,3.059999942779541,23.31999969482422,242.7899932861328,10.239999771118164,26.6200008392334,21.920000076293945,7.239999771118164,27.100000381469727,26.5,28.440000534057617,21.59000015258789,16.0,4.5,8.970000267028809,15.050000190734863,16.719999313354492,6.050000190734863,10.369999885559082,3.4800000190734863,48.560001373291016,5.96999979019165,5.550000190734863,41.81999969482422,10.899999618530272,6.900000095367432,4.630000114440918,27.729999542236328,35.59000015258789,26.6299991607666,4.920000076293945,5.75,5.300000190734863,16.559999465942383,4.46999979019165,6.110000133514404,9.699999809265137,5.369999885559082,3.039999961853028,7.75,112.1500015258789,12.079999923706056,9.539999961853027,6.03000020980835,7.150000095367432,3.799999952316284,4.320000171661377,5.53000020980835,81.26000213623047,40.0,90.23999786376952,5.769999980926514
2023-08-28,12640.81,"12,494.73","13,122.61","12,494.73",,1.17%,11.520000457763672,14.050000190734863,34.27000045776367,4.670000076293945,56.15999984741211,228.2899932861328,34.529998779296875,3.819999933242798,15.5600004196167,157.49000549316406,14.300000190734863,1.940000057220459,7.440000057220459,27.57999992370605,6.949999809265137,135.5800018310547,44.0,34.040000915527344,32.060001373291016,235.52999877929688,4.239999771118164,40.869998931884766,9.760000228881836,48.900001525878906,17.920000076293945,16.399999618530273,43.209999084472656,17.18000030517578,230.5,282.42999267578125,35.130001068115234,7.150000095367432,38.70000076293945,1.7799999713897705,8.220000267028809,4.010000228881836,5.150000095367432,6.360000133514404,4.449999809265137,6.199999809265137,23.790000915527344,15.56999969482422,32.2599983215332,14.359999656677246,5.230000019073486,14.229999542236328,41.91999816894531,93.3000030517578,14.5,275.2300109863281,32.459999084472656,1834.969970703125,26.51000022888184,3.0199999809265137,23.43000030517578,235.0,10.399999618530272,26.81999969482422,22.1200008392334,7.309999942779541,26.479999542236328,26.6299991607666,28.5,20.68000030517578,16.200000762939453,4.590000152587891,8.850000381469727,15.130000114440918,16.979999542236328,6.099999904632568,10.239999771118164,3.539999961853028,48.11000061035156,6.059999942779541,5.630000114440918,42.29999923706055,10.489999771118164,6.849999904632568,4.730000019073486,28.100000381469727,35.65999984741211,25.89999961853028,4.980000019073486,5.820000171661377,5.25,16.889999389648438,4.409999847412109,6.179999828338623,9.600000381469728,5.320000171661377,3.0799999237060547,7.829999923706055,109.77999877929688,12.140000343322754,9.539999961853027,6.139999866485596,7.199999809265137,3.839999914169312,4.300000190734863,5.599999904632568,79.22000122070312,39.81999969482422,88.19999694824219,5.730000019073486
2023-08-25,12494.73,"12,489.20","12,569.83","12,419.67",,0.04%,11.229999542236328,13.4399995803833,33.709999084472656,4.650000095367432,55.2599983215332,227.375,34.650001525878906,3.7699999809265137,15.260000228881836,161.5500030517578,13.779999732971191,1.940000057220459,7.380000114440918,26.850000381469727,6.980000019073486,135.33999633789062,43.47999954223633,33.279998779296875,31.0,232.6000061035156,4.230000019073486,40.790000915527344,9.5600004196167,48.59999847412109,17.399999618530273,15.789999961853027,42.38999938964844,17.200000762939453,228.33999633789065,277.989990234375,34.81999969482422,7.050000190734863,39.09999847412109,1.7699999809265137,8.550000190734863,4.0,5.079999923706055,6.170000076293945,4.559999942779541,6.159999847412109,23.43000030517578,15.170000076293944,31.559999465942383,13.979999542236328,5.119999885559082,14.039999961853027,40.720001220703125,92.8000030517578,14.34000015258789,270.6000061035156,31.59000015258789,1824.97998046875,26.09000015258789,2.859999895095825,22.57999992370605,230.8500061035156,10.119999885559082,26.75,22.15999984741211,7.309999942779541,25.530000686645508,25.76000022888184,27.88999938964844,20.31999969482422,16.010000228881836,4.539999961853027,8.84000015258789,14.949999809265137,16.399999618530273,6.039999961853027,10.079999923706056,3.4800000190734863,47.0099983215332,5.909999847412109,5.579999923706055,41.66999816894531,10.289999961853027,6.800000190734863,4.659999847412109,27.299999237060547,35.11000061035156,25.600000381469727,4.849999904632568,5.670000076293945,5.230000019073486,16.850000381469727,4.389999866485596,5.940000057220459,9.529999732971191,5.239999771118164,3.059999942779541,7.710000038146973,107.5,12.300000190734863,9.390000343322754,6.039999961853027,7.21999979019165,3.7899999618530273,4.269999980926514,5.510000228881836,79.05999755859375,40.08000183105469,89.18000030517578,5.800000190734863
2023-08-24,12489.2,"12,347.12","12,558.12","12,347.12",,1.15%,11.130000114440918,13.030000686645508,34.95000076293945,4.610000133514404,55.04999923706055,229.0439910888672,34.77000045776367,3.819999933242798,15.18000030517578,162.25999450683594,13.31999969482422,1.950000047683716,7.400000095367432,27.01000022888184,6.989999771118164,135.1999969482422,43.970001220703125,34.189998626708984,31.450000762939453,234.8999938964844,4.360000133514404,40.18000030517578,9.5,49.970001220703125,18.020000457763672,15.619999885559082,42.84999847412109,17.049999237060547,228.9499969482422,275.0,34.790000915527344,6.989999771118164,39.27000045776367,1.7699999809265137,8.529999732971191,3.9600000381469727,5.070000171661377,6.070000171661377,4.46999979019165,6.139999866485596,23.06999969482422,15.119999885559082,31.059999465942383,13.56999969482422,5.260000228881836,13.949999809265137,40.43999862670898,92.87999725341795,14.09000015258789,273.25,31.239999771118164,1816.300048828125,25.790000915527344,2.8399999141693115,22.433080673217773,229.9199981689453,10.119999885559082,26.5,21.770000457763672,7.269999980926514,25.76000022888184,25.6299991607666,27.809999465942383,22.43000030517578,15.93000030517578,4.489999771118164,8.930000305175781,14.970000267028809,16.40999984741211,6.0,10.170000076293944,3.470000028610229,46.5,5.840000152587891,5.550000190734863,40.83000183105469,10.8100004196167,6.820000171661377,4.590000152587891,26.989999771118164,34.709999084472656,25.6299991607666,4.829999923706055,5.579999923706055,5.210000038146973,16.670000076293945,4.400000095367432,5.889999866485596,9.850000381469728,5.199999809265137,3.0299999713897705,7.659999847412109,111.9499969482422,12.489999771118164,9.479999542236328,5.949999809265137,7.03000020980835,3.7799999713897705,4.230000019073486,5.53000020980835,78.69999694824219,40.27999877929688,88.87999725341797,5.849999904632568
2023-08-23,12347.12,"12,489.09","12,514.08","12,337.09",,-1.14%,11.25,13.134544372558594,34.72999954223633,4.590000152587891,53.720001220703125,220.3848876953125,34.22999954223633,3.819999933242798,15.119999885559082,160.00999450683594,13.510000228881836,1.950000047683716,7.150000095367432,26.809999465942383,7.039999961853027,132.36000061035156,44.0,34.18000030517578,31.13999938964844,230.08999633789065,4.420000076293945,39.77000045776367,9.4399995803833,49.77000045776367,17.510000228881836,15.34000015258789,43.06999969482422,16.850000381469727,227.5,266.9100036621094,34.47999954223633,7.019999980926514,39.04999923706055,1.7799999713897705,8.579999923706055,3.990000009536743,5.150000095367432,6.150000095367432,4.539999961853027,6.190000057220459,22.3258056640625,15.25,30.850000381469727,13.699999809265137,5.420000076293945,13.970000267028809,38.70000076293945,91.45999908447266,14.140000343322754,272.2200012207031,30.600000381469727,1774.0,25.90999984741211,2.890000104904175,21.8186092376709,221.8000030517578,10.109999656677246,26.36000061035156,21.950000762939453,7.320000171661377,24.809999465942383,25.32999992370605,28.040000915527344,21.34000015258789,15.90999984741211,4.539999961853027,9.90999984741211,14.890000343322754,16.479999542236328,6.019999980926514,10.149999618530272,3.4800000190734863,46.459999084472656,5.929999828338623,5.570000171661377,41.540000915527344,10.8100004196167,7.510000228881836,4.639999866485596,27.31999969482422,35.0,25.0,4.880000114440918,5.849999904632568,5.480000019073486,16.3799991607666,4.429999828338623,6.099999904632568,10.9399995803833,5.300000190734863,3.0799999237060547,7.75,110.33999633789062,12.170000076293944,9.329999923706056,6.039999961853027,7.289999961853027,3.829999923706055,4.289999961853027,5.570000171661377,76.43000030517578,39.83000183105469,88.61000061035156,5.690000057220459
2023-08-22,12489.09,"12,404.85","12,546.90","12,341.44",,0.68%,11.369999885559082,13.324625015258787,36.33000183105469,4.690000057220459,54.369998931884766,224.6555328369141,34.5,3.900000095367432,15.40999984741211,162.14999389648438,13.5600004196167,1.9700000286102293,7.269999980926514,27.11000061035156,7.059999942779541,134.3000030517578,44.29999923706055,35.189998626708984,31.709999084472656,234.5399932861328,4.369999885559082,40.08000183105469,9.600000381469728,51.86000061035156,17.979999542236328,15.65999984741211,43.77999877929688,16.979999542236328,230.75,269.75,35.13999938964844,7.010000228881836,40.08000183105469,1.7999999523162842,8.869999885559082,3.990000009536743,5.179999828338623,6.21999979019165,4.619999885559082,6.199999809265137,22.737070083618164,15.68000030517578,31.31999969482422,13.890000343322754,5.5,14.039999961853027,39.150001525878906,93.04000091552734,14.40999984741211,279.67999267578125,31.5,1788.0,26.07999992370605,2.950000047683716,22.316038131713867,226.4499969482422,10.270000457763672,26.729999542236328,22.0,7.369999885559082,25.84000015258789,26.049999237060547,27.520000457763672,22.450000762939453,15.920000076293944,4.519999980926514,10.25,15.029999732971191,16.200000762939453,6.010000228881836,10.31999969482422,3.4800000190734863,47.0,5.989999771118164,5.559999942779541,42.18000030517578,11.199999809265137,7.800000190734863,4.619999885559082,27.81999969482422,35.45000076293945,25.71999931335449,4.920000076293945,5.929999828338623,5.619999885559082,16.700000762939453,4.449999809265137,6.170000076293945,11.279999732971191,5.329999923706055,3.0799999237060547,7.730000019073486,113.08999633789062,12.40999984741211,9.380000114440918,5.989999771118164,7.260000228881836,3.7899999618530273,4.389999866485596,5.539999961853027,77.58999633789062,40.4900016784668,90.01000213623047,5.820000171661377
2023-08-21,12404.85,"12,575.71","12,576.00","12,404.85",,-1.36%,11.31999969482422,13.28660774230957,34.599998474121094,4.639999866485596,54.380001068115234,224.7242431640625,34.61000061035156,3.809999942779541,15.350000381469728,161.97000122070312,13.470000267028809,1.9800000190734863,7.199999809265137,26.739999771118164,7.03000020980835,133.91000366210938,44.650001525878906,34.369998931884766,30.32999992370605,234.41000366210932,4.28000020980835,40.08000183105469,9.5600004196167,52.68999862670898,17.940000534057617,15.359999656677246,45.70000076293945,16.8700008392334,232.9600067138672,270.19000244140625,35.2400016784668,6.960000038146973,41.25,1.7999999523162842,8.800000190734863,3.920000076293945,5.170000076293945,6.170000076293945,4.630000114440918,6.039999961853027,22.462894439697266,15.59000015258789,31.1299991607666,13.899999618530272,5.110000133514404,13.970000267028809,38.79999923706055,91.48999786376952,14.350000381469728,280.9700012207031,31.65999984741211,1791.0,25.520000457763672,2.940000057220459,22.111215591430664,226.8500061035156,10.130000114440918,26.57999992370605,21.850000381469727,7.300000190734863,27.01000022888184,25.850000381469727,27.01000022888184,20.40999984741211,15.699999809265137,4.460000038146973,9.989999771118164,14.890000343322754,15.890000343322754,5.980000019073486,10.300000190734863,3.430000066757202,46.66999816894531,5.840000152587891,5.460000038146973,41.22999954223633,10.920000076293944,7.630000114440918,4.559999942779541,27.200000762939453,34.54999923706055,25.36000061035156,4.820000171661377,5.820000171661377,5.559999942779541,16.200000762939453,4.429999828338623,6.070000171661377,10.979999542236328,5.300000190734863,3.0199999809265137,7.559999942779541,116.0,11.979999542236328,9.350000381469728,5.920000076293945,7.25,3.7300000190734863,4.320000171661377,5.480000019073486,77.80000305175781,40.59999847412109,87.12000274658203,5.639999866485596
2023-08-18,12575.71,"12,709.63","12,747.58","12,575.71",,-1.05%,11.5600004196167,13.600241661071776,34.61000061035156,4.820000171661377,54.790000915527344,225.50965881347656,35.47999954223633,3.859999895095825,15.850000381469728,163.52999877929688,13.899999618530272,1.9900000095367432,7.150000095367432,27.350000381469727,7.070000171661377,134.0500030517578,46.06999969482422,33.900001525878906,31.01000022888184,240.2899932861328,4.309999942779541,41.0099983215332,9.920000076293944,54.29999923706055,18.07999992370605,16.06999969482422,44.790000915527344,17.100000381469727,235.8699951171875,271.79998779296875,35.63999938964844,7.070000171661377,45.119998931884766,1.809999942779541,8.960000038146973,3.9700000286102295,5.199999809265137,6.21999979019165,4.710000038146973,6.070000171661377,23.471471786499023,15.75,31.8799991607666,14.15999984741211,5.059999942779541,14.210000038146973,39.95000076293945,91.8000030517578,14.520000457763672,282.8999938964844,32.45000076293945,1802.5899658203125,25.68000030517578,3.009999990463257,22.345298767089844,225.759994506836,10.479999542236328,26.950000762939453,22.059999465942383,7.28000020980835,27.90999984741211,26.63183212280273,27.350000381469727,20.100000381469727,15.9399995803833,4.519999980926514,10.010000228881836,15.300000190734863,16.1200008392334,6.079999923706055,10.460000038146973,3.490000009536743,47.52000045776367,6.010000228881836,5.570000171661377,42.83000183105469,10.880000114440918,7.590000152587891,4.610000133514404,28.520000457763672,36.11000061035156,25.88999938964844,4.889999866485596,5.849999904632568,5.599999904632568,17.239999771118164,4.519999980926514,6.150000095367432,10.979999542236328,5.369999885559082,3.059999942779541,7.679999828338623,114.08999633789062,12.079999923706056,9.56999969482422,5.960000038146973,7.230000019073486,3.7799999713897705,4.360000133514404,5.579999923706055,77.7699966430664,41.34999847412109,88.2300033569336,5.670000076293945
